frame,num_atoms,num_adsorbates,count_As,count_Al,count_Re,count_Co,count_H,count_Si,count_Pt,count_Ti,count_S,count_Te,count_Ca,count_K,count_Se,count_V,count_Zr,count_Ge,count_Mn,count_Bi,count_Sn,count_Ga,count_N,count_Au,count_Hf,count_C,count_O,count_Fe,count_Cs,count_Cl,count_Tc,count_Sc,count_Ni,count_Ta,count_In,count_Ir,count_Rh,count_Os,count_Mo,count_Nb,count_Cr,count_Ag,count_Rb,count_Y,count_Sb,count_Sr,count_Pb,count_Cu,count_Pd,count_Tl,count_Na,count_P,count_Hg,count_Cd,count_Zn,count_Ru,count_W,count_B
59,3024,314,68.0,96.0,24.0,60.0,211,168.0,24.0,86.0,118.0,84.0,80.0,28.0,140.0,120.0,0.0,56.0,0.0,100.0,12.0,192.0,18,12.0,36.0,62,41,6.0,20.0,24.0,0.0,28.0,76.0,138.0,0.0,0.0,132.0,12.0,50.0,24.0,80.0,24.0,16.0,12.0,76.0,8.0,16.0,62.0,56.0,0.0,64.0,48.0,12.0,12.0,48.0,0.0,144.0,0.0
60,3290,365,0.0,328.0,0.0,108.0,267,112.0,72.0,32.0,148.0,104.0,30.0,44.0,0.0,0.0,64.0,100.0,48.0,40.0,10.0,112.0,200,10.0,0.0,56,42,0.0,10.0,64.0,36.0,104.0,88.0,96.0,6.0,32.0,32.0,0.0,0.0,24.0,0.0,80.0,32.0,12.0,0.0,52.0,0.0,138.0,60.0,24.0,144.0,176.0,76.0,8.0,49.0,8.0,12.0,0.0
61,2887,310,96.0,176.0,0.0,24.0,219,72.0,48.0,90.0,242.0,24.0,54.0,24.0,56.0,24.0,76.0,92.0,0.0,32.0,96.0,78.0,57,0.0,156.0,55,36,20.0,32.0,15.0,54.0,76.0,0.0,36.0,16.0,120.0,0.0,18.0,0.0,18.0,0.0,65.0,24.0,102.0,76.0,92.0,16.0,0.0,160.0,16.0,12.0,0.0,8.0,20.0,64.0,0.0,0.0,0.0
62,2820,239,40.0,168.0,48.0,98.0,152,12.0,72.0,88.0,248.0,96.0,46.0,0.0,116.0,0.0,36.0,64.0,40.0,0.0,12.0,44.0,49,104.0,152.0,52,35,12.0,44.0,54.0,0.0,0.0,16.0,96.0,84.0,72.0,68.0,0.0,0.0,56.0,40.0,22.0,16.0,102.0,44.0,32.0,79.0,72.0,0.0,27.0,40.0,24.0,16.0,32.0,0.0,0.0,0.0,0.0
63,2962,222,45.0,48.0,0.0,16.0,109,128.0,0.0,131.0,244.0,60.0,8.0,64.0,68.0,30.0,60.0,94.0,48.0,32.0,76.0,72.0,11,0.0,16.0,63,50,0.0,9.0,99.0,0.0,60.0,32.0,0.0,0.0,156.0,0.0,64.0,57.0,0.0,64.0,0.0,40.0,44.0,127.0,40.0,112.0,60.0,72.0,0.0,124.0,92.0,33.0,0.0,68.0,64.0,72.0,0.0
64,2981,156,48.0,130.0,48.0,96.0,80,342.0,16.0,116.0,248.0,128.0,0.0,36.0,104.0,108.0,36.0,0.0,12.0,40.0,0.0,128.0,21,9.0,104.0,45,31,12.0,16.0,96.0,0.0,0.0,47.0,40.0,136.0,0.0,52.0,0.0,24.0,40.0,36.0,12.0,16.0,84.0,54.0,4.0,16.0,16.0,24.0,54.0,0.0,68.0,60.0,12.0,72.0,12.0,52.0,0.0
65,2569,284,0.0,36.0,0.0,72.0,95,32.0,28.0,104.0,140.0,172.0,64.0,0.0,44.0,24.0,24.0,100.0,96.0,36.0,44.0,152.0,135,90.0,32.0,145,44,12.0,28.0,24.0,0.0,24.0,76.0,24.0,0.0,40.0,40.0,12.0,82.0,0.0,0.0,48.0,0.0,0.0,24.0,8.0,0.0,30.0,80.0,24.0,68.0,32.0,28.0,0.0,104.0,12.0,40.0,0.0
66,3126,327,118.0,62.0,24.0,36.0,188,0.0,60.0,50.0,256.0,96.0,62.0,32.0,168.0,0.0,80.0,42.0,0.0,98.0,54.0,128.0,38,64.0,9.0,105,34,0.0,0.0,32.0,24.0,24.0,32.0,0.0,48.0,16.0,86.0,20.0,43.0,66.0,96.0,73.0,56.0,0.0,122.0,0.0,52.0,0.0,216.0,0.0,112.0,136.0,0.0,27.0,41.0,0.0,0.0,0.0
67,2918,191,88.0,200.0,0.0,56.0,95,24.0,148.0,16.0,220.0,148.0,0.0,8.0,178.0,0.0,36.0,56.0,0.0,76.0,72.0,206.0,26,40.0,42.0,47,49,0.0,60.0,40.0,24.0,0.0,0.0,18.0,20.0,20.0,0.0,0.0,18.0,21.0,0.0,24.0,0.0,0.0,32.0,100.0,124.0,128.0,48.0,72.0,76.0,180.0,0.0,16.0,8.0,40.0,18.0,0.0
68,3030,287,52.0,58.0,0.0,40.0,186,32.0,160.0,244.0,206.0,114.0,32.0,80.0,30.0,46.0,78.0,64.0,10.0,0.0,44.0,128.0,11,18.0,56.0,61,40,0.0,0.0,48.0,0.0,62.0,48.0,0.0,64.0,0.0,100.0,80.0,0.0,32.0,0.0,80.0,0.0,90.0,56.0,36.0,24.0,52.0,112.0,48.0,0.0,72.0,32.0,24.0,150.0,12.0,18.0,0.0
69,3114,205,140.0,186.0,0.0,16.0,100,160.0,48.0,142.0,136.0,144.0,64.0,0.0,32.0,18.0,18.0,0.0,24.0,76.0,24.0,64.0,7,24.0,126.0,56,49,48.0,8.0,152.0,48.0,18.0,24.0,8.0,0.0,8.0,116.0,0.0,12.0,0.0,0.0,40.0,36.0,62.0,32.0,60.0,128.0,56.0,196.0,72.0,108.0,80.0,0.0,28.0,16.0,96.0,8.0,0.0
70,2846,313,78.0,160.0,0.0,0.0,214,96.0,44.0,116.0,220.0,8.0,0.0,56.0,164.0,40.0,48.0,28.0,0.0,70.0,136.0,108.0,67,12.0,102.0,53,46,16.0,0.0,48.0,12.0,0.0,60.0,0.0,72.0,72.0,48.0,48.0,0.0,24.0,20.0,0.0,8.0,128.0,24.0,36.0,46.0,76.0,76.0,16.0,0.0,118.0,0.0,0.0,0.0,32.0,0.0,0.0
71,2733,196,56.0,0.0,48.0,16.0,102,36.0,0.0,16.0,331.0,16.0,112.0,64.0,154.0,89.0,82.0,12.0,12.0,16.0,0.0,88.0,66,32.0,58.0,60,34,0.0,30.0,86.0,0.0,18.0,0.0,16.0,48.0,108.0,78.0,0.0,36.0,26.0,8.0,106.0,44.0,12.0,28.0,0.0,112.0,72.0,56.0,0.0,120.0,20.0,30.0,16.0,163.0,0.0,0.0,0.0
72,2814,204,30.0,8.0,96.0,0.0,94,24.0,0.0,24.0,281.0,112.0,8.0,38.0,96.0,0.0,48.0,12.0,58.0,0.0,8.0,120.0,74,40.0,0.0,69,41,80.0,0.0,28.0,32.0,48.0,130.0,56.0,48.0,4.0,218.0,48.0,16.0,100.0,0.0,32.0,24.0,40.0,147.0,32.0,40.0,0.0,24.0,0.0,156.0,36.0,100.0,0.0,54.0,24.0,16.0,0.0
73,3135,224,36.0,224.0,24.0,144.0,136,148.0,16.0,48.0,196.0,216.0,88.0,0.0,36.0,0.0,132.0,24.0,100.0,24.0,16.0,198.0,81,88.0,42.0,43,45,0.0,0.0,0.0,48.0,12.0,156.0,92.0,94.0,16.0,112.0,0.0,36.0,52.0,24.0,16.0,32.0,44.0,0.0,8.0,24.0,0.0,88.0,24.0,32.0,12.0,0.0,0.0,24.0,60.0,24.0,0.0
74,2866,228,206.0,194.0,0.0,52.0,143,36.0,132.0,72.0,170.0,114.0,64.0,0.0,78.0,0.0,36.0,32.0,84.0,0.0,48.0,104.0,72,48.0,44.0,47,38,0.0,0.0,75.0,0.0,76.0,68.0,54.0,24.0,72.0,0.0,0.0,0.0,52.0,4.0,167.0,15.0,66.0,36.0,39.0,0.0,24.0,96.0,32.0,0.0,30.0,32.0,30.0,0.0,24.0,36.0,0.0
75,2967,340,132.0,83.0,0.0,0.0,248,141.0,72.0,90.0,166.0,124.0,0.0,20.0,36.0,52.0,28.0,0.0,0.0,16.0,12.0,144.0,43,20.0,98.0,53,39,62.0,8.0,32.0,36.0,0.0,52.0,66.0,65.0,84.0,88.0,0.0,60.0,48.0,0.0,96.0,12.0,8.0,70.0,12.0,16.0,0.0,0.0,0.0,211.0,118.0,24.0,0.0,94.0,16.0,72.0,0.0
76,2561,298,102.0,24.0,0.0,40.0,202,42.0,138.0,48.0,192.0,134.0,32.0,24.0,54.0,84.0,12.0,108.0,0.0,0.0,40.0,180.0,58,12.0,59.0,52,44,0.0,22.0,0.0,0.0,62.0,0.0,16.0,100.0,48.0,50.0,12.0,18.0,54.0,0.0,0.0,80.0,52.0,12.0,0.0,8.0,146.0,12.0,0.0,40.0,64.0,64.0,0.0,0.0,20.0,0.0,0.0
77,2958,252,0.0,42.0,0.0,48.0,140,108.0,24.0,74.0,156.0,24.0,60.0,40.0,152.0,122.0,108.0,70.0,24.0,54.0,40.0,0.0,126,40.0,0.0,78,34,24.0,0.0,208.0,0.0,52.0,172.0,160.0,80.0,60.0,0.0,0.0,30.0,0.0,8.0,72.0,8.0,24.0,24.0,32.0,32.0,12.0,68.0,24.0,132.0,20.0,8.0,0.0,40.0,48.0,56.0,0.0
78,2907,195,66.0,72.0,16.0,8.0,109,168.0,30.0,184.0,168.0,61.0,76.0,28.0,70.0,16.0,126.0,16.0,74.0,6.0,12.0,232.0,123,76.0,0.0,51,35,49.0,54.0,0.0,0.0,76.0,32.0,124.0,42.0,16.0,112.0,0.0,12.0,72.0,0.0,46.0,0.0,32.0,18.0,24.0,3.0,48.0,24.0,60.0,32.0,100.0,0.0,12.0,48.0,48.0,0.0,0.0
79,2923,331,36.0,48.0,0.0,0.0,114,120.0,120.0,0.0,98.0,124.0,116.0,32.0,168.0,46.0,54.0,78.0,30.0,10.0,54.0,0.0,48,8.0,104.0,179,38,5.0,30.0,88.0,0.0,32.0,140.0,72.0,16.0,8.0,16.0,0.0,61.0,36.0,0.0,48.0,16.0,30.0,36.0,24.0,0.0,40.0,138.0,172.0,36.0,24.0,44.0,0.0,80.0,80.0,26.0,0.0
80,2971,171,156.0,120.0,96.0,36.0,82,32.0,150.0,152.0,196.0,0.0,156.0,27.0,98.0,41.0,0.0,128.0,76.0,0.0,128.0,36.0,70,188.0,80.0,45,44,0.0,16.0,72.0,0.0,79.0,24.0,0.0,148.0,32.0,75.0,0.0,36.0,0.0,0.0,36.0,6.0,0.0,32.0,0.0,0.0,24.0,36.0,0.0,0.0,60.0,0.0,68.0,6.0,36.0,48.0,0.0
81,2842,219,0.0,56.0,0.0,0.0,116,170.0,63.0,118.0,172.0,124.0,24.0,58.0,24.0,64.0,44.0,96.0,32.0,116.0,118.0,36.0,104,0.0,146.0,57,46,56.0,6.0,100.0,0.0,108.0,27.0,46.0,46.0,27.0,64.0,0.0,0.0,32.0,0.0,0.0,16.0,67.0,42.0,26.0,44.0,146.0,36.0,56.0,0.0,92.0,0.0,0.0,0.0,12.0,9.0,0.0
82,3175,224,24.0,48.0,12.0,0.0,115,190.0,32.0,84.0,272.0,90.0,40.0,120.0,196.0,104.0,60.0,54.0,0.0,0.0,86.0,112.0,78,72.0,27.0,70,39,8.0,0.0,48.0,64.0,0.0,39.0,16.0,12.0,0.0,171.0,72.0,36.0,54.0,40.0,24.0,0.0,12.0,96.0,48.0,88.0,112.0,142.0,0.0,48.0,48.0,36.0,0.0,24.0,12.0,0.0,0.0
83,2962,299,12.0,144.0,0.0,48.0,223,0.0,87.0,32.0,158.0,152.0,60.0,92.0,72.0,124.0,30.0,116.0,16.0,36.0,48.0,26.0,91,0.0,52.0,49,27,0.0,6.0,142.0,0.0,48.0,220.0,72.0,45.0,72.0,0.0,0.0,50.0,24.0,48.0,0.0,0.0,96.0,56.0,0.0,24.0,74.0,24.0,12.0,24.0,48.0,36.0,36.0,24.0,68.0,18.0,0.0
84,3122,197,0.0,24.0,0.0,5.0,107,152.0,90.0,80.0,252.0,74.0,48.0,24.0,48.0,72.0,116.0,128.0,24.0,0.0,54.0,171.0,52,96.0,124.0,49,41,0.0,0.0,32.0,0.0,60.0,0.0,68.0,9.0,0.0,176.0,56.0,54.0,30.0,48.0,64.0,76.0,40.0,120.0,12.0,0.0,108.0,30.0,24.0,24.0,60.0,16.0,8.0,164.0,0.0,12.0,0.0
85,2898,253,32.0,196.0,0.0,0.0,128,32.0,136.0,76.0,158.0,182.0,58.0,16.0,124.0,64.0,112.0,32.0,0.0,88.0,48.0,72.0,117,38.0,140.0,88,37,48.0,0.0,116.0,0.0,112.0,0.0,0.0,16.0,0.0,48.0,0.0,67.0,0.0,0.0,0.0,20.0,36.0,54.0,16.0,24.0,48.0,16.0,54.0,152.0,0.0,0.0,12.0,0.0,64.0,21.0,0.0
86,3182,288,72.0,96.0,60.0,56.0,160,56.0,102.0,96.0,386.0,8.0,96.0,102.0,68.0,0.0,48.0,36.0,4.0,0.0,56.0,32.0,30,78.0,120.0,84,44,0.0,32.0,104.0,0.0,0.0,84.0,146.0,16.0,40.0,50.0,8.0,12.0,8.0,0.0,82.0,48.0,36.0,32.0,50.0,144.0,0.0,40.0,16.0,16.0,28.0,48.0,48.0,180.0,0.0,24.0,0.0
87,2932,357,54.0,24.0,16.0,64.0,228,112.0,36.0,72.0,162.0,152.0,84.0,16.0,32.0,24.0,16.0,148.0,0.0,18.0,71.0,72.0,10,8.0,168.0,81,48,18.0,45.0,15.0,16.0,132.0,24.0,0.0,16.0,77.0,24.0,36.0,0.0,84.0,0.0,12.0,8.0,0.0,146.0,94.0,24.0,20.0,16.0,24.0,105.0,172.0,18.0,8.0,64.0,0.0,18.0,0.0
88,2981,392,6.0,135.0,24.0,0.0,303,100.0,0.0,104.0,244.0,228.0,68.0,52.0,100.0,0.0,200.0,40.0,0.0,0.0,32.0,36.0,57,96.0,100.0,51,38,12.0,0.0,92.0,0.0,16.0,36.0,0.0,120.0,34.0,0.0,0.0,72.0,51.0,31.0,60.0,16.0,12.0,18.0,32.0,0.0,24.0,24.0,102.0,32.0,88.0,33.0,0.0,30.0,32.0,0.0,0.0
89,2950,236,172.0,210.0,48.0,32.0,142,100.0,296.0,0.0,78.0,120.0,110.0,48.0,60.0,48.0,18.0,56.0,44.0,16.0,20.0,8.0,14,18.0,114.0,51,43,0.0,24.0,24.0,16.0,0.0,20.0,12.0,242.0,0.0,141.0,20.0,44.0,12.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,72.0,30.0,100.0,48.0,80.0,32.0,0.0,96.0,0.0,0.0,0.0
90,3319,309,54.0,204.0,78.0,32.0,183,117.0,59.0,132.0,268.0,96.0,28.0,8.0,144.0,0.0,48.0,24.0,0.0,32.0,34.0,192.0,15,124.0,0.0,91,35,20.0,16.0,142.0,0.0,15.0,24.0,140.0,40.0,92.0,0.0,0.0,0.0,96.0,0.0,20.0,24.0,72.0,0.0,24.0,24.0,80.0,80.0,36.0,72.0,96.0,84.0,20.0,36.0,68.0,0.0,0.0
91,2746,290,48.0,36.0,12.0,82.0,195,60.0,48.0,48.0,142.0,180.0,32.0,50.0,0.0,48.0,80.0,48.0,0.0,64.0,28.0,32.0,14,24.0,72.0,57,38,28.0,32.0,126.0,0.0,0.0,112.0,0.0,18.0,72.0,0.0,0.0,0.0,32.0,0.0,60.0,0.0,36.0,28.0,90.0,52.0,0.0,116.0,48.0,172.0,96.0,74.0,40.0,76.0,0.0,0.0,0.0
92,2914,251,40.0,156.0,8.0,96.0,150,0.0,136.0,56.0,148.0,122.0,60.0,34.0,112.0,32.0,0.0,26.0,0.0,24.0,44.0,88.0,104,40.0,140.0,69,32,0.0,16.0,80.0,0.0,60.0,104.0,72.0,72.0,34.0,0.0,0.0,40.0,48.0,12.0,0.0,6.0,12.0,112.0,64.0,0.0,88.0,24.0,107.0,88.0,48.0,86.0,0.0,0.0,16.0,8.0,0.0
93,3011,428,28.0,118.0,0.0,0.0,281,76.0,60.0,92.0,344.0,0.0,136.0,50.0,60.0,0.0,20.0,28.0,32.0,112.0,64.0,114.0,65,20.0,104.0,110,37,24.0,0.0,18.0,0.0,64.0,116.0,18.0,80.0,0.0,16.0,0.0,0.0,48.0,16.0,64.0,12.0,20.0,16.0,16.0,24.0,164.0,128.0,36.0,60.0,24.0,36.0,36.0,24.0,0.0,0.0,0.0
94,3285,440,0.0,112.0,12.0,0.0,273,112.0,44.0,82.0,248.0,126.0,66.0,0.0,84.0,57.0,56.0,68.0,0.0,56.0,16.0,48.0,100,96.0,34.0,131,36,48.0,0.0,72.0,12.0,16.0,120.0,0.0,296.0,62.0,108.0,0.0,16.0,54.0,12.0,152.0,32.0,16.0,48.0,0.0,0.0,80.0,96.0,0.0,80.0,40.0,16.0,0.0,52.0,0.0,0.0,0.0
95,3010,193,128.0,48.0,0.0,16.0,111,108.0,20.0,54.0,186.0,260.0,24.0,18.0,260.0,147.0,48.0,0.0,56.0,8.0,130.0,80.0,127,48.0,0.0,48,34,84.0,0.0,0.0,12.0,40.0,36.0,48.0,48.0,0.0,36.0,0.0,9.0,18.0,76.0,0.0,64.0,12.0,48.0,36.0,32.0,58.0,92.0,0.0,94.0,80.0,20.0,0.0,60.0,0.0,48.0,0.0
96,2928,258,24.0,150.0,54.0,0.0,152,166.0,40.0,6.0,44.0,90.0,82.0,40.0,34.0,27.0,102.0,36.0,18.0,56.0,92.0,107.0,50,130.0,40.0,59,47,59.0,48.0,102.0,0.0,30.0,207.0,66.0,0.0,96.0,42.0,0.0,42.0,40.0,0.0,0.0,0.0,8.0,88.0,8.0,0.0,84.0,34.0,8.0,0.0,6.0,0.0,48.0,152.0,48.0,66.0,0.0
97,3231,330,96.0,140.0,0.0,0.0,241,78.0,48.0,132.0,317.0,54.0,76.0,48.0,28.0,48.0,12.0,118.0,0.0,0.0,96.0,248.0,50,4.0,40.0,49,40,0.0,0.0,0.0,0.0,36.0,32.0,60.0,72.0,0.0,156.0,0.0,24.0,36.0,48.0,54.0,0.0,16.0,72.0,114.0,12.0,102.0,76.0,0.0,66.0,168.0,48.0,12.0,16.0,48.0,0.0,0.0
98,3001,262,56.0,96.0,18.0,24.0,151,150.0,128.0,172.0,60.0,240.0,32.0,0.0,80.0,70.0,152.0,48.0,0.0,12.0,44.0,12.0,13,30.0,36.0,59,52,0.0,12.0,0.0,16.0,96.0,24.0,32.0,128.0,102.0,16.0,96.0,48.0,6.0,0.0,20.0,36.0,28.0,52.0,0.0,56.0,84.0,80.0,32.0,16.0,66.0,20.0,26.0,84.0,0.0,90.0,0.0
99,2831,236,40.0,170.0,36.0,12.0,96,100.0,133.0,18.0,148.0,24.0,68.0,24.0,144.0,99.0,72.0,32.0,48.0,24.0,64.0,40.0,93,0.0,60.0,99,41,24.0,0.0,134.0,0.0,0.0,0.0,0.0,92.0,36.0,144.0,0.0,18.0,58.0,82.0,0.0,0.0,75.0,8.0,72.0,56.0,0.0,98.0,11.0,56.0,4.0,40.0,118.0,8.0,12.0,0.0,0.0
100,2852,322,84.0,104.0,0.0,24.0,201,136.0,120.0,183.0,56.0,72.0,120.0,0.0,132.0,0.0,0.0,88.0,4.0,0.0,24.0,0.0,55,112.0,60.0,81,40,0.0,0.0,24.0,24.0,94.0,124.0,0.0,104.0,0.0,64.0,0.0,48.0,40.0,0.0,40.0,16.0,92.0,52.0,0.0,44.0,8.0,148.0,12.0,56.0,88.0,0.0,0.0,66.0,0.0,12.0,0.0
101,2712,187,48.0,96.0,36.0,0.0,97,70.0,102.0,120.0,84.0,68.0,110.0,0.0,56.0,18.0,24.0,56.0,6.0,16.0,36.0,32.0,129,64.0,128.0,50,40,6.0,32.0,169.0,0.0,24.0,92.0,0.0,80.0,86.0,12.0,48.0,80.0,18.0,0.0,0.0,0.0,44.0,0.0,56.0,84.0,91.0,104.0,10.0,20.0,42.0,56.0,0.0,16.0,56.0,0.0,0.0
102,3334,205,20.0,400.0,0.0,52.0,100,202.0,42.0,0.0,48.0,87.0,51.0,72.0,148.0,36.0,88.0,140.0,40.0,48.0,30.0,0.0,19,80.0,18.0,54,51,24.0,40.0,96.0,0.0,44.0,72.0,16.0,32.0,96.0,48.0,64.0,24.0,48.0,76.0,40.0,16.0,0.0,22.0,28.0,0.0,114.0,56.0,16.0,16.0,236.0,48.0,48.0,36.0,32.0,120.0,0.0
103,3303,204,32.0,314.0,0.0,48.0,101,48.0,0.0,182.0,216.0,0.0,36.0,64.0,92.0,0.0,80.0,52.0,0.0,132.0,48.0,84.0,77,70.0,24.0,61,42,0.0,0.0,132.0,0.0,128.0,0.0,84.0,36.0,44.0,75.0,0.0,164.0,96.0,0.0,0.0,22.0,63.0,48.0,200.0,32.0,118.0,12.0,0.0,72.0,24.0,30.0,16.0,72.0,32.0,0.0,0.0
104,2732,268,36.0,160.0,0.0,44.0,173,20.0,0.0,56.0,214.0,60.0,132.0,52.0,28.0,48.0,114.0,152.0,96.0,0.0,24.0,120.0,98,32.0,16.0,51,44,24.0,76.0,36.0,0.0,0.0,42.0,56.0,0.0,0.0,100.0,48.0,0.0,0.0,56.0,80.0,0.0,60.0,56.0,0.0,0.0,0.0,61.0,24.0,16.0,30.0,147.0,12.0,6.0,32.0,0.0,0.0
105,3058,202,92.0,54.0,16.0,20.0,96,136.0,66.0,186.0,306.0,56.0,0.0,28.0,30.0,128.0,110.0,88.0,6.0,24.0,16.0,0.0,70,0.0,28.0,54,52,0.0,18.0,54.0,40.0,0.0,88.0,120.0,116.0,72.0,27.0,32.0,54.0,27.0,12.0,0.0,64.0,28.0,100.0,16.0,28.0,0.0,164.0,0.0,92.0,0.0,40.0,0.0,172.0,32.0,0.0,0.0
106,2760,204,36.0,4.0,20.0,12.0,100,154.0,0.0,52.0,184.0,72.0,48.0,80.0,20.0,114.0,24.0,40.0,0.0,27.0,42.0,0.0,15,56.0,40.0,58,46,0.0,64.0,168.0,0.0,36.0,16.0,0.0,60.0,48.0,24.0,12.0,66.0,0.0,18.0,104.0,0.0,52.0,84.0,70.0,48.0,60.0,76.0,128.0,60.0,114.0,24.0,32.0,0.0,72.0,80.0,0.0
107,3025,282,108.0,76.0,0.0,0.0,183,188.0,124.0,74.0,216.0,18.0,72.0,36.0,250.0,8.0,20.0,112.0,88.0,0.0,56.0,0.0,125,0.0,0.0,64,35,24.0,16.0,56.0,0.0,40.0,42.0,24.0,34.0,0.0,72.0,0.0,36.0,110.0,20.0,0.0,44.0,0.0,214.0,44.0,0.0,102.0,24.0,42.0,28.0,72.0,12.0,72.0,24.0,20.0,0.0,0.0
108,2546,222,32.0,0.0,80.0,36.0,124,72.0,50.0,109.0,74.0,60.0,36.0,12.0,96.0,32.0,56.0,12.0,0.0,24.0,96.0,72.0,48,18.0,48.0,55,43,104.0,44.0,80.0,0.0,180.0,54.0,36.0,48.0,52.0,12.0,48.0,4.0,72.0,0.0,0.0,0.0,28.0,0.0,0.0,32.0,58.0,48.0,8.0,92.0,36.0,98.0,12.0,99.0,0.0,16.0,0.0
109,2875,206,92.0,32.0,0.0,12.0,105,138.0,36.0,208.0,164.0,92.0,66.0,2.0,96.0,0.0,48.0,100.0,0.0,18.0,0.0,120.0,90,60.0,124.0,56,45,0.0,24.0,36.0,24.0,24.0,42.0,0.0,87.0,0.0,36.0,96.0,6.0,0.0,0.0,54.0,16.0,47.0,88.0,8.0,44.0,24.0,31.0,110.0,212.0,36.0,42.0,52.0,32.0,0.0,0.0,0.0
110,2711,247,32.0,72.0,0.0,60.0,155,40.0,38.0,118.0,122.0,32.0,52.0,32.0,148.0,68.0,64.0,180.0,20.0,12.0,30.0,122.0,43,18.0,32.0,52,40,0.0,46.0,72.0,0.0,0.0,80.0,48.0,36.0,0.0,18.0,20.0,138.0,105.0,0.0,18.0,56.0,6.0,12.0,12.0,76.0,84.0,108.0,0.0,10.0,48.0,76.0,0.0,36.0,24.0,0.0,0.0
111,3001,213,104.0,12.0,0.0,60.0,110,72.0,100.0,128.0,304.0,64.0,18.0,0.0,168.0,54.0,60.0,16.0,24.0,0.0,64.0,136.0,45,16.0,60.0,62,41,24.0,24.0,88.0,0.0,4.0,148.0,60.0,132.0,0.0,0.0,0.0,80.0,28.0,64.0,59.0,32.0,34.0,84.0,64.0,40.0,72.0,0.0,0.0,186.0,21.0,0.0,0.0,27.0,12.0,0.0,0.0
112,3132,499,36.0,196.0,0.0,0.0,408,204.0,48.0,36.0,114.0,144.0,48.0,34.0,120.0,48.0,0.0,92.0,80.0,0.0,93.0,120.0,19,54.0,0.0,54,37,0.0,4.0,84.0,24.0,0.0,56.0,116.0,16.0,36.0,74.0,24.0,24.0,57.0,0.0,54.0,4.0,64.0,76.0,8.0,56.0,96.0,0.0,16.0,48.0,4.0,0.0,0.0,64.0,84.0,58.0,0.0
113,3191,254,164.0,126.0,0.0,0.0,151,152.0,24.0,68.0,112.0,140.0,0.0,28.0,156.0,72.0,108.0,20.0,68.0,64.0,64.0,0.0,59,80.0,80.0,57,46,12.0,0.0,16.0,0.0,16.0,108.0,192.0,12.0,48.0,48.0,0.0,132.0,0.0,48.0,80.0,16.0,72.0,0.0,172.0,0.0,48.0,70.0,24.0,32.0,140.0,0.0,0.0,30.0,0.0,36.0,0.0
114,2671,247,48.0,152.0,0.0,16.0,141,108.0,40.0,52.0,198.0,100.0,48.0,16.0,88.0,0.0,18.0,96.0,12.0,96.0,48.0,108.0,41,8.0,32.0,63,43,0.0,0.0,72.0,0.0,104.0,52.0,42.0,24.0,54.0,40.0,48.0,12.0,129.0,0.0,32.0,0.0,32.0,64.0,56.0,0.0,24.0,24.0,16.0,98.0,24.0,0.0,20.0,48.0,12.0,72.0,0.0
115,2942,203,62.0,124.0,0.0,36.0,98,140.0,80.0,72.0,0.0,106.0,40.0,40.0,168.0,36.0,140.0,134.0,32.0,32.0,72.0,30.0,49,118.0,59.0,58,47,24.0,0.0,0.0,0.0,64.0,56.0,50.0,80.0,12.0,54.0,40.0,0.0,24.0,32.0,48.0,98.0,16.0,18.0,12.0,0.0,88.0,116.0,24.0,200.0,48.0,24.0,0.0,0.0,0.0,41.0,0.0
116,2989,250,128.0,76.0,0.0,12.0,120,90.0,104.0,102.0,228.0,84.0,124.0,80.0,32.0,48.0,16.0,60.0,0.0,47.0,66.0,40.0,64,52.0,48.0,92,38,0.0,24.0,64.0,0.0,88.0,68.0,16.0,0.0,24.0,80.0,0.0,0.0,0.0,0.0,116.0,0.0,92.0,112.0,60.0,58.0,0.0,48.0,164.0,0.0,0.0,68.0,44.0,28.0,84.0,0.0,0.0
117,2991,258,44.0,177.0,0.0,9.0,116,112.0,48.0,32.0,264.0,136.0,40.0,110.0,0.0,72.0,0.0,40.0,0.0,0.0,52.0,84.0,97,32.0,40.0,93,49,4.0,34.0,134.0,0.0,84.0,74.0,48.0,40.0,0.0,12.0,0.0,120.0,8.0,0.0,40.0,0.0,12.0,32.0,44.0,48.0,32.0,100.0,32.0,80.0,254.0,84.0,12.0,0.0,16.0,0.0,0.0
118,3236,189,40.0,72.0,0.0,0.0,108,40.0,32.0,44.0,388.0,72.0,74.0,54.0,100.0,24.0,40.0,174.0,12.0,24.0,96.0,0.0,149,64.0,156.0,47,34,48.0,0.0,32.0,0.0,32.0,68.0,84.0,130.0,48.0,0.0,0.0,60.0,56.0,88.0,44.0,0.0,30.0,20.0,40.0,32.0,96.0,184.0,44.0,64.0,108.0,32.0,0.0,16.0,24.0,12.0,0.0
119,3041,530,52.0,178.0,72.0,24.0,338,80.0,168.0,58.0,132.0,100.0,0.0,32.0,80.0,90.0,60.0,36.0,12.0,0.0,24.0,118.0,86,48.0,172.0,160,32,0.0,32.0,54.0,0.0,0.0,36.0,60.0,30.0,24.0,0.0,0.0,0.0,72.0,0.0,64.0,0.0,0.0,56.0,40.0,32.0,40.0,48.0,0.0,22.0,72.0,20.0,49.0,66.0,0.0,72.0,0.0
